847269	179793,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,107,Hunts Point - Mott Haven,2015,1.7
851593	179829,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2015,0.2
853003	179840,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,206,Borough Park,2015,0.2
853614	179845,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2015,2.3
868325	211664,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,2014,15.06
885997	212081,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,2013,9.98
890415	212187,383,Sulfur Dioxide (SO2),Mean,ppb,UHF42,306,Chelsea - Clinton,2013,2.73
895256	212317,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,2013,34.47
902917	212558,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,2013,17.63
903152	212560,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,2013,21.12
906583	212674,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,2013,11.21
907899	212684,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,2013,11.04
908040	212685,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,2013,14.01
910907	212707,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,2013,11.55
924020	213060,383,Sulfur Dioxide (SO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),2013,2.23
928203	213098,383,Sulfur Dioxide (SO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),2013,1.52
928861	213104,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2013,0.72
932480	213254,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2013,29.77
943149	213586,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),2013,23.97
946251	213612,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),2013,20.62
946580	213615,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),2013,17.96
948084	213628,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2013,18.6
952784	213781,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,304,Bushwick (CD4),2013,12.06
958095	213938,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,108,Upper East Side (CD8),2014,10.46
961479	213963,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),2014,8.84
969798	214141,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),2013,8.83
971020	214150,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),2013,9.2
978681	216332,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),2009,21.56
979480	216341,386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),2012,32.3
988222	216428,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),2009,22.71
989914	216446,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),2009,26.66
998045	216534,386,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),2013,31.21
1006270	216618,386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),2013,29.18
1007774	219693,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,2010,33.68
1011111	221815,386,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,2011,31.61
1012239	221827,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,2011,31.43
1017221	221881,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,2011,30.13
1018725	221897,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,2009,21.31
1021263	221925,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,2013,30.77
1022062	221934,386,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,2010,33.52
1025117	221968,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,2014,26.63
1031885	222450,386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2010,30.94
1035645	222491,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,2009,26.86
1036820	222503,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,2009,24.76
1042601	222565,386,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,2011,25.07
1048664	222634,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,2014,30.23
1059427	336513,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,2014,26.82
1135708	333974,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,2015,11
1146048	334052,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,2015,9.07
1151970	334098,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,203,Bedford Stuyvesant - Crown Heights,2014,9.14
1153897	334113,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,208,Canarsie - Flatlands,2014,8.39
1162733	334180,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,2015,8.5604
1200803	336603,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,2014,20.67
1204845	336641,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,2015,14.98
1207665	336666,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,2014,26.74
1209028	336679,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2015,19.09
1226982	336841,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2015,19.81
1229661	336865,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),2015,19.04
1239907	337807,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,2014,1.09
1241129	337819,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,306308,Chelsea-Village,2014,1.04
1244513	337850,383,Sulfur Dioxide (SO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2014,0.58
1248837	338173,386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,2015,29.93
1251328	338200,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,2015,31.43
1253114	338220,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,2015,31.18
1256639	338258,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),2015,29.07
1256921	338261,386,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),2015,30.79
1261715	405223,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,3,Manhattan,2015,0.38
1263971	405245,383,Sulfur Dioxide (SO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,2015,0.35
1270692	405310,383,Sulfur Dioxide (SO2),Mean,ppb,CD,108,Upper East Side (CD8),2015,0.45
1274123	405341,383,Sulfur Dioxide (SO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),2015,0.18
1279904	410748,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,2016,8.8
1288364	410812,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,2015,9.52
1289445	410820,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,2016,9.23
1292782	410846,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,2015,5.92
1296260	410873,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,201,Greenpoint,2015,10.19
1304391	410935,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,408,Jamaica,2015,6.99
1309420	410973,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,103,Lower East Side and Chinatown (CD3),2016,9.19
1315154	411015,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,205,Fordham and University Heights (CD5),2016,8.95
1315295	411016,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,205,Fordham and University Heights (CD5),2015,8.34
1317551	411032,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),2015,8.07
1318115	411036,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),2016,7.84
1318256	411037,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),2015,7.46
1330805	411128,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,413,Queens Village (CD13),2015,6.9
1335035	412013,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,2016,31.35
1341568	412084,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2016,33.74
1347020	412421,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,2015,22.45
1347819	412429,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,2015,16.04
1348665	412437,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,2016,14.25
1349746	412447,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,2015,19.91
1355339	412499,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,2015,32.41
1359193	412535,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,2015,21.05
1365444	412594,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,2015,15.62
1373528	412669,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),2015,26.68
1379074	412718,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),2015,22.92
1389461	412810,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2015,18.69
1404172	518562,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,204,East New York,2012,115.2
