	1533844	547758,365,PM2.5,Mean,mcg per cubic meter,CD,412,Jamaica and Hollis (CD12),2017,8.62
	1533280	547754,365,PM2.5,Mean,mcg per cubic meter,CD,410,South Ozone Park and Howard Beach (CD10),2016,7.57
	1520919	547663,365,PM2.5,Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),2017,7.51
	1514010	547611,365,PM2.5,Mean,mcg per cubic meter,CD,105,Midtown (CD5),2017,11.94
	1508417	547569,365,PM2.5,Mean,mcg per cubic meter,UHF34,409,Southeast Queens,2017,8.35
	1495727	547472,365,PM2.5,Mean,mcg per cubic meter,UHF42,407,Southwest Queens,2016,7.69
	1489664	547426,365,PM2.5,Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,2017,7.93
	1488442	547417,365,PM2.5,Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,2017,6.83
	1486609	547403,365,PM2.5,Mean,mcg per cubic meter,UHF42,205,Sunset Park,2016,8.3
	1476927	518962,657,PM2.5,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2012,36.21213861
	1465271	518902,648,PM2.5,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,208,Canarsie - Flatlands,2012,70.94889216
	1434674	518739,639,PM2.5,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2012,47.28916419
	1425039	547613,365,PM2.5,Mean,mcg per cubic meter,CD,105,Midtown (CD5),2016,11.05
	1414934	518621,655,O3,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,304,Upper West Side,2012,9.1
	1412490	518608,655,O3,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2012,17.1
	1411597	518603,655,O3,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,104,Pelham - Throgs Neck,2012,36.5
	1402009	518550,659,O3,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,4,Queens,2012,30.3
	1394583	518511,653,O3,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,201,Greenpoint,2012,50.5
	1386640	412785,375,NO2,Mean,ppb,CD,401,Long Island City and Astoria (CD1),2016,15.23
	1385559	412775,375,NO2,Mean,ppb,CD,316,Brownsville (CD16),2015,24.18
	1375736	412689,375,NO2,Mean,ppb,CD,111,East Harlem (CD11),2016,17.74
	1370566	412642,375,NO2,Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,2015,25.01
	1366336	412602,375,NO2,Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,2016,18.13
	1355902	412504,375,NO2,Mean,ppb,UHF42,308,Greenwich Village - SoHo,2015,25.93
	1348241	412433,375,NO2,Mean,ppb,UHF42,103,Fordham - Bronx Pk,2015,21.54
	1347301	412424,375,NO2,Mean,ppb,Borough,5,Staten Island,2015,18.07
	1347113	412422,375,NO2,Mean,ppb,Borough,4,Queens,2016,13.08
	1343353	412101,386,O3,Mean,ppb,CD,307,Sunset Park (CD7),2016,33.19
	1337478	412040,386,O3,Mean,ppb,UHF34,201,Greenpoint,2016,32.96
	1335786	412021,386,O3,Mean,ppb,UHF42,310,Lower Manhattan,2016,29.73
	1320323	411052,365,PM2.5,Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),2015,7.73
	1317691	411033,365,PM2.5,Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),2016,7.9
	1317127	411029,365,PM2.5,Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),2015,8.1
	1315717	411019,365,PM2.5,Mean,mcg per cubic meter,CD,206,Belmont and East Tremont (CD6),2015,7.96
	1309560	410974,365,PM2.5,Mean,mcg per cubic meter,CD,103,Lower East Side and Chinatown (CD3),2015,8.9
	1307821	410961,365,PM2.5,Mean,mcg per cubic meter,UHF34,105106107,South Bronx,2016,8.89
	1306787	410953,365,PM2.5,Mean,mcg per cubic meter,UHF34,404406,Bayside Little Neck-Fresh Meadows,2015,6.94
	1301570	410913,365,PM2.5,Mean,mcg per cubic meter,UHF34,303,East Harlem,2016,8.9
	1289961	410824,365,PM2.5,Mean,mcg per cubic meter,UHF42,402,West Queens,2015,8.14
	1288645	410814,365,PM2.5,Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,2016,9.32
	1288504	410813,365,PM2.5,Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,2015,9.71
	1278211	410735,365,PM2.5,Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,2015,8.41
	1275861	405357,383,SO2,Mean,ppb,CD,413,Queens Village (CD13),2015,0.26
	1275297	405352,383,SO2,Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2015,0.26
	1271678	405319,383,SO2,Mean,ppb,CD,205,Fordham and University Heights (CD5),2015,0.57
	1269939	405303,383,SO2,Mean,ppb,CD,101,Financial District (CD1),2015,0.21
	1264816	405253,383,SO2,Mean,ppb,UHF42,310,Lower Manhattan,2015,0.2
	1261808	405224,383,SO2,Mean,ppb,Borough,4,Queens,2015,0.25
	1261432	338307,386,O3,Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2015,34.09
	1257719	338269,386,O3,Mean,ppb,CD,209,Parkchester and Soundview (CD9),2015,31.19
	1254852	338239,386,O3,Mean,ppb,UHF34,409,Southeast Queens,2015,32.5
	1251139	338198,386,O3,Mean,ppb,UHF42,309,Union Square - Lower East Side,2015,27.73
	1248742	338172,386,O3,Mean,ppb,UHF42,101,Kingsbridge - Riverdale,2015,28.72
	1243948	337845,383,SO2,Mean,ppb,CD,208,Riverdale and Fieldston (CD8),2014,1.02
	1242397	337831,383,SO2,Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2014,1.2
	1242303	337830,383,SO2,Mean,ppb,CD,105,Midtown (CD5),2014,1.37
	1228109	336851,375,NO2,Mean,ppb,CD,402,Woodside and Sunnyside (CD2),2015,16.44
	1227874	336849,375,NO2,Mean,ppb,CD,401,Long Island City and Astoria (CD1),2014,25.43
	1224349	336817,375,NO2,Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2015,20.76
	1223550	336810,375,NO2,Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2014,26.63
	1222845	336804,375,NO2,Mean,ppb,CD,304,Bushwick (CD4),2014,25.82
	1220777	336786,375,NO2,Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2014,23.17
	1210484	336693,375,NO2,Mean,ppb,UHF34,409,Southeast Queens,2014,22.67
	1208510	336674,375,NO2,Mean,ppb,UHF34,401,Long Island City - Astoria,2015,16.67
	1207100	336661,375,NO2,Mean,ppb,UHF34,301,Washington Heights,2015,21.14
	1202494	336619,375,NO2,Mean,ppb,UHF34,102,Northeast Bronx,2015,19.52
	1191966	336520,375,NO2,Mean,ppb,UHF42,204,East New York,2015,19.09
	1190180	336502,375,NO2,Mean,ppb,UHF42,105,Crotona -Tremont,2015,21.84
	1181156	334315,365,PM2.5,Mean,mcg per cubic meter,CD,403,Jackson Heights (CD3),2015,8.34
	1160053	334160,365,PM2.5,Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,2015,11.66
	1156716	334134,365,PM2.5,Mean,mcg per cubic meter,UHF34,304,Upper West Side,2014,10.57
	1151828	334097,365,PM2.5,Mean,mcg per cubic meter,UHF34,203,Bedford Stuyvesant - Crown Heights,2015,9.49
	1151405	334094,365,PM2.5,Mean,mcg per cubic meter,UHF34,202,Downtown - Heights - Slope,2015,10.29
	1137540	333988,365,PM2.5,Mean,mcg per cubic meter,UHF42,206,Borough Park,2015,8.44
	1131007	333937,365,PM2.5,Mean,mcg per cubic meter,Borough,1,Bronx,2015,9.24
	1046313	222606,386,O3,Mean,ppb,UHF42,407,Southwest Queens,2010,34.04
	1033435	222466,386,O3,Mean,ppb,UHF42,204,East New York,2014,31.97
	1030239	222432,386,O3,Mean,ppb,UHF42,106,High Bridge - Morrisania,2010,31.25
	1021168	221924,386,O3,Mean,ppb,UHF34,405,Ridgewood - Forest Hills,2012,33.3
	1020604	221918,386,O3,Mean,ppb,UHF34,403,Flushing - Clearview,2012,34.46
	1013836	221845,386,O3,Mean,ppb,UHF34,206,Borough Park,2011,32.7
	1011439	221819,386,O3,Mean,ppb,UHF34,202,Downtown - Heights - Slope,2009,23.08
	1005470	216610,386,O3,Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2011,39.14
	1004906	216604,386,O3,Mean,ppb,CD,413,Queens Village (CD13),2011,33.72
	997339	216527,386,O3,Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2012,36.58
	994613	216493,386,O3,Mean,ppb,CD,312,Borough Park (CD12),2014,30.6
	990759	216454,386,O3,Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2011,29.87
	987610	216422,386,O3,Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2009,25.45
	986576	216412,386,O3,Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),2011,33.45
	984367	216390,386,O3,Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2013,30.3
	981641	216363,386,O3,Mean,ppb,CD,203,Morrisania and Crotona (CD3),2010,31.92
	979949	216346,386,O3,Mean,ppb,CD,112,Washington Heights and Inwood (CD12),2011,30.28
	977364	216319,386,O3,Mean,ppb,CD,107,Upper West Side (CD7),2014,27.4
	976706	216312,386,O3,Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2013,23.11
	970878	214149,365,PM2.5,Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2013,8.46
	960538	213956,365,PM2.5,Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),2014,9.86
	957577	213934,365,PM2.5,Mean,mcg per cubic meter,CD,104,Clinton and Chelsea (CD4),2014,11.09
	957436	213933,365,PM2.5,Mean,mcg per cubic meter,CD,103,Lower East Side and Chinatown (CD3),2014,10.04
	953770	213788,365,PM2.5,Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),2013,11.38
	952078	213776,365,PM2.5,Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),2013,12.1
	951796	213774,365,PM2.5,Mean,mcg per cubic meter,CD,209,Parkchester and Soundview (CD9),2013,12.25
	951373	213771,365,PM2.5,Mean,mcg per cubic meter,CD,206,Belmont and East Tremont (CD6),2013,12.85
	937931	213421,375,NO2,Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2014,14.33
	935957	213403,375,NO2,Mean,ppb,CD,104,Clinton and Chelsea (CD4),2014,25.35
	935158	213278,375,NO2,Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2013,22.58
	934594	213273,375,NO2,Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2013,28.18
	925382	213072,383,SO2,Mean,ppb,CD,303,Bedford Stuyvesant (CD3),2013,1.36
	922609	213047,383,SO2,Mean,ppb,CD,102,Greenwich Village and Soho (CD2),2013,2.69
	919319	212939,365,PM2.5,Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,2013,9.73
	912316	212802,365,PM2.5,Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,2014,9.87
	892670	212293,375,NO2,Mean,ppb,UHF42,104,Pelham - Throgs Neck,2013,25.82
	883552	212063,365,PM2.5,Mean,mcg per cubic meter,UHF34,102,Northeast Bronx,2013,9
	878946	211891,365,PM2.5,Mean,mcg per cubic meter,UHF34,105106107,South Bronx,2013,13.08
	876173	211870,365,PM2.5,Mean,mcg per cubic meter,UHF34,209,Bensonhurst - Bay Ridge,2013,11.51
	872836	211774,375,NO2,Mean,ppb,UHF34,304,Upper West Side,2013,25.1
	872037	211767,375,NO2,Mean,ppb,UHF34,208,Canarsie - Flatlands,2013,17
	866444	211578,375,NO2,Mean,ppb,UHF34,410,Rockaways,2013,22.68
	864846	211563,375,NO2,Mean,ppb,UHF34,208,Canarsie - Flatlands,2013,25.35
	863389	211481,383,SO2,Mean,ppb,UHF34,501502,Northern SI,2013,0.93
	863154	211479,383,SO2,Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,2013,2.13
	862449	211472,383,SO2,Mean,ppb,UHF34,405,Ridgewood - Forest Hills,2013,1.54
	854130	179849,641,PM2.5,Number per km2,number,UHF42,310,Lower Manhattan,2015,1.2
	835800	179649,365,PM2.5,Mean,mcg per cubic meter,Borough,2,Brooklyn,2009,9.69
	829972	179500,365,PM2.5,Mean,mcg per cubic meter,Borough,3,Manhattan,2009,11.98
	827528	179427,375,NO2,Mean,ppb,Borough,5,Staten Island,2009,15.35
	826729	179419,375,NO2,Mean,ppb,Borough,2,Brooklyn,2008,24.11
	826353	179365,375,NO2,Mean,ppb,Borough,3,Manhattan,2013,24.71
	820196	179199,383,SO2,Mean,ppb,Borough,2,Brooklyn,2009,2.66
	819256	179180,365,PM2.5,Mean,mcg per cubic meter,Citywide,1,New York City,2010,10.1
	814274	178597,365,PM2.5,Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,2012,8.39
	807365	178546,365,PM2.5,Mean,mcg per cubic meter,UHF42,304,Upper West Side,2011,10.46
	803323	178516,365,PM2.5,Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,2010,9.74
	801678	178504,365,PM2.5,Mean,mcg per cubic meter,UHF42,304,Upper West Side,2010,11.49
	800174	178493,365,PM2.5,Mean,mcg per cubic meter,UHF42,204,East New York,2010,10.09
	792184	178434,365,PM2.5,Mean,mcg per cubic meter,UHF42,408,Jamaica,2008,9.95
	780669	177927,365,PM2.5,Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,2012,10.2
	771410	177855,365,PM2.5,Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,2011,11.48
	769530	177840,365,PM2.5,Mean,mcg per cubic meter,UHF42,402,West Queens,2010,12.34
	764783	177803,365,PM2.5,Mean,mcg per cubic meter,UHF42,407,Southwest Queens,2009,10.13
	758062	177331,365,PM2.5,Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,2012,15
	745889	177238,365,PM2.5,Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,2010,12.14
	744056	177224,365,PM2.5,Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,2010,13.35
	738698	177183,365,PM2.5,Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,2009,11.4
	733716	177145,365,PM2.5,Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,2008,12.26
	730285	176695,375,NO2,Mean,ppb,UHF42,301,Washington Heights,2012,22.79
	728264	176677,375,NO2,Mean,ppb,UHF42,101,Kingsbridge - Riverdale,2012,18.23
	724598	176644,375,NO2,Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,2011,22.88
	722295	176623,375,NO2,Mean,ppb,UHF42,403,Flushing - Clearview,2010,21.94
	715151	176559,375,NO2,Mean,ppb,UHF42,202,Downtown - Heights - Slope,2009,26.46
	711156	176523,375,NO2,Mean,ppb,UHF42,208,Canarsie - Flatlands,2008,20.22
	699218	175988,375,NO2,Mean,ppb,UHF42,308,Greenwich Village - SoHo,2011,29.31
	697761	175974,375,NO2,Mean,ppb,UHF42,205,Sunset Park,2011,19.22
	691886	175917,375,NO2,Mean,ppb,UHF42,501,Port Richmond,2009,18.19
	678350	175369,375,NO2,Mean,ppb,UHF42,409,Southeast Queens,2010,25.66
	678256	175368,375,NO2,Mean,ppb,UHF42,408,Jamaica,2010,28.44
	676329	175350,375,NO2,Mean,ppb,UHF42,211,Williamsburg - Bushwick,2010,32.58
	674402	175332,375,NO2,Mean,ppb,UHF42,504,South Beach - Tottenville,2009,16.92
	667634	175268,375,NO2,Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,2008,35.28
	664908	174822,383,SO2,Mean,ppb,UHF42,408,Jamaica,2012,0.77
	662511	174799,383,SO2,Mean,ppb,UHF42,206,Borough Park,2012,0.87
	661054	174784,383,SO2,Mean,ppb,UHF42,502,Stapleton - St. George,2011,0.98
	660161	174775,383,SO2,Mean,ppb,UHF42,403,Flushing - Clearview,2011,1.97
	657341	174748,383,SO2,Mean,ppb,UHF42,104,Pelham - Throgs Neck,2011,2.5
	656025	174734,383,SO2,Mean,ppb,UHF42,404,Bayside - Little Neck,2010,3.02
	650338	174679,383,SO2,Mean,ppb,UHF42,301,Washington Heights,2009,7.28
	626462	174149,365,PM2.5,Mean,mcg per cubic meter,UHF34,203,Bedford Stuyvesant - Crown Heights,2009,9.93
	605359	173647,365,PM2.5,Mean,mcg per cubic meter,UHF34,211,Williamsburg - Bushwick,2010,12.6
	602774	173627,365,PM2.5,Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,2009,13.83
	602398	173624,365,PM2.5,Mean,mcg per cubic meter,UHF34,409,Southeast Queens,2009,9.65
	600377	173609,365,PM2.5,Mean,mcg per cubic meter,UHF34,207,East Flatbush - Flatbush,2009,10.81
	598168	173252,365,PM2.5,Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,2012,13.99
	596899	173242,365,PM2.5,Mean,mcg per cubic meter,UHF34,303,East Harlem,2012,11.98
	594643	173225,365,PM2.5,Mean,mcg per cubic meter,UHF34,101,Kingsbridge - Riverdale,2012,11.33
	592951	173212,365,PM2.5,Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,2011,9.22
	589943	173189,365,PM2.5,Mean,mcg per cubic meter,UHF34,503504,Southern SI,2010,11.62
	581530	173125,365,PM2.5,Mean,mcg per cubic meter,UHF34,103,Fordham - Bronx Pk,2009,11.4
	579697	173111,365,PM2.5,Mean,mcg per cubic meter,UHF34,405,Ridgewood - Forest Hills,2008,13.29
	575467	172737,375,NO2,Mean,ppb,UHF34,405,Ridgewood - Forest Hills,2012,20.3
	562730	172623,375,NO2,Mean,ppb,UHF34,207,East Flatbush - Flatbush,2009,23.64
	562072	172617,375,NO2,Mean,ppb,UHF34,201,Greenpoint,2009,25.08
	561743	172614,375,NO2,Mean,ppb,UHF34,102,Northeast Bronx,2009,20.21
	561179	172609,375,NO2,Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,2008,21.14
	545857	172123,375,NO2,Mean,ppb,UHF34,402,West Queens,2010,20.31
	543977	172105,375,NO2,Mean,ppb,UHF34,103,Fordham - Bronx Pk,2010,19.72
	538008	171708,375,NO2,Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,2012,22.54
	534530	171676,375,NO2,Mean,ppb,UHF34,301,Washington Heights,2011,25.92
	520101	171200,383,SO2,Mean,ppb,UHF34,301,Washington Heights,2012,4.24
	517610	171176,383,SO2,Mean,ppb,UHF34,409,Southeast Queens,2011,1.3
	503886	170455,365,PM2.5,Mean,mcg per cubic meter,CD,414,Rockaway and Broad Channel (CD14),2012,7.61
	495802	170398,365,PM2.5,Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2011,8.35
	489833	170356,365,PM2.5,Mean,mcg per cubic meter,CD,204,Highbridge and Concourse (CD4),2011,10.4
	489692	170355,365,PM2.5,Mean,mcg per cubic meter,CD,203,Morrisania and Crotona (CD3),2011,9.88
	468918	170209,365,PM2.5,Mean,mcg per cubic meter,CD,404,Elmhurst and Corona (CD4),2008,10.73
	466521	170192,365,PM2.5,Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),2008,10.54
	449178	169476,365,PM2.5,Mean,mcg per cubic meter,CD,209,Parkchester and Soundview (CD9),2012,10.42
	436723	169385,365,PM2.5,Mean,mcg per cubic meter,CD,406,Rego Park and Forest Hills (CD6),2010,11.82
	427370	169315,365,PM2.5,Mean,mcg per cubic meter,CD,313,Coney Island (CD13),2009,10.36
	422905	169282,365,PM2.5,Mean,mcg per cubic meter,CD,104,Clinton and Chelsea (CD4),2009,13.34
	422764	169281,365,PM2.5,Mean,mcg per cubic meter,CD,103,Lower East Side and Chinatown (CD3),2009,12.04
	420696	168676,365,PM2.5,Mean,mcg per cubic meter,CD,405,Ridgewood and Maspeth (CD5),2012,10.33
	418816	168662,365,PM2.5,Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),2012,10.26
	412330	168616,365,PM2.5,Mean,mcg per cubic meter,CD,404,Elmhurst and Corona (CD4),2011,9.35
	411531	168610,365,PM2.5,Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2011,9.37
	406032	168570,365,PM2.5,Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2010,11.52
	405609	168567,365,PM2.5,Mean,mcg per cubic meter,CD,414,Rockaway and Broad Channel (CD14),2010,10.28
	401144	168535,365,PM2.5,Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),2010,13.35
	401003	168534,365,PM2.5,Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),2010,13.36
	400862	168533,365,PM2.5,Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),2010,13.1
	400439	168530,365,PM2.5,Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),2010,14.3
	400016	168527,365,PM2.5,Mean,mcg per cubic meter,CD,204,Highbridge and Concourse (CD4),2010,14.91
	394141	168484,365,PM2.5,Mean,mcg per cubic meter,CD,308,Crown Heights and Prospect Heights (CD8),2009,10.35
	379712	167787,375,NO2,Mean,ppb,CD,401,Long Island City and Astoria (CD1),2012,21.36
	374072	167739,375,NO2,Mean,ppb,CD,412,Jamaica and Hollis (CD12),2011,19.41
	368808	167695,375,NO2,Mean,ppb,CD,110,Central Harlem (CD10),2011,25.85
	367868	167687,375,NO2,Mean,ppb,CD,102,Greenwich Village and Soho (CD2),2011,30.08
	366928	167679,375,NO2,Mean,ppb,CD,411,Bayside and Little Neck (CD11),2010,19.91
	359737	167618,375,NO2,Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2009,22.77
	358797	167610,375,NO2,Mean,ppb,CD,401,Long Island City and Astoria (CD1),2009,23.5
	357528	167599,375,NO2,Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2009,25.9
	350008	167535,375,NO2,Mean,ppb,CD,303,Bedford Stuyvesant (CD3),2008,27.55
	337506	166833,375,NO2,Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2012,18.77
